segment_ID,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,distance_water_km
19_1,minor_road,0,34.980680516412164,-2.6781283108704272,2497.793256207409,5.043401012618627
19_2,minor_road,0,35.00194836929729,-2.684458528975613,2496.60624593031,7.034334614232775
19_3,minor_road,0,35.02114676637852,-2.6957810811696925,2496.027801594879,8.986095273254714
19_4,minor_road,0,35.04150815684181,-2.6999197609841503,2495.006707415252,9.959408965851313
20_1,minor_road,0,35.06152134472699,-2.7165239794721767,2485.596040984708,11.446265123721671
20_2,minor_road,0,35.05656259372372,-2.7376474114434077,2486.244311791353,11.369635806921709
20_3,minor_road,0,35.04874017782512,-2.7583402707939584,2487.1856555591085,12.107536296154528
20_4,minor_road,0,35.04193562100552,-2.7796089744253103,2486.670087486001,13.16572002015535
20_5,minor_road,0,35.029933492912825,-2.798027783759781,2489.084083779809,14.2447622086778
21_1,minor_road,0,34.77543797967968,-2.6499558937865246,2491.386478211679,0.3963214722261536
23_1,minor_road,0,34.7948409361033,-2.510201689892894,2491.5935348177068,0.11311031570806683
23_2,minor_road,0,34.78248781993887,-2.5266214813086503,2486.9684123853526,0.11642536302501891
23_3,minor_road,0,34.78562047039118,-2.545693496911511,2488.978420926754,1.355823920595183
23_4,minor_road,0,34.79943959110333,-2.561748073556128,2489.8660797197813,1.4855800985212866
23_5,minor_road,0,34.791503842396594,-2.5823898248961803,2486.764618279155,3.423667794483815
23_6,minor_road,0,34.78655041531455,-2.604221273140786,2486.669095475432,2.96195454813965
23_7,minor_road,0,34.77680943507915,-2.6227684021701236,2489.131009711998,0.9582911295285006
25_1,minor_road,0,34.8999045323925,-2.6702393636929846,2495.9068988025806,1.0923059898389502
26_1,minor_road,0,34.82051747676982,-2.547177336011623,2496.5324938918156,0.44396441512057794
26_2,minor_road,0,34.83013393412634,-2.5311931539165635,2486.1917592100745,0.12164327734427655
27_1,minor_road,0,34.78088266319902,-2.626011975763595,2490.1253955239354,0.5580622572680864
27_2,minor_road,0,34.79889667295046,-2.624733990656987,2495.4147525000662,0.34336216805861997
27_3,minor_road,0,34.81729117433665,-2.6178511967391023,2490.5251786830813,0.079236515890085707
27_4,minor_road,0,34.813990553241304,-2.598233800768423,2487.5247468538573,2.277764276975972
27_5,minor_road,0,34.80531143943005,-2.578378839087182,2332.856440356733,2.075884082119738
28_1,minor_road,0,34.81985141274891,-2.5069637426300746,2488.2951480748316,0.08654479608198334
29_1,minor_road,0,34.85855032390939,-2.461728379323979,2283.2687371096104,1.8490386946159576
33_1,minor_road,0,34.90099910256017,-2.465751733877965,2496.477596062264,1.0567100595425867
34_1,minor_road,0,34.92837727782438,-2.5024803984953232,2491.7871829872747,1.0902242121753416
34_2,minor_road,0,34.947511450414225,-2.5124773961348392,2493.115921211023,0.9148614640264778
39_1,minor_road,0,34.91236121922888,-2.5494093147607586,2492.3199139808635,0.09505102035408511
40_1,minor_road,0,34.82013947281165,-2.499834262144577,2487.0183994564377,0.15623241566725254
40_2,minor_road,0,34.82873753258228,-2.519999223416767,2487.071023888285,0.11542197105143494
40_3,minor_road,0,34.83245528927434,-2.541466472086801,2488.542011620637,0.2171835246392291
40_4,minor_road,0,34.845716520641446,-2.557152870096425,2494.3420421155083,0.1189825853394612
41_1,minor_road,2,34.82024073649544,-2.429464621914836,2492.1128755177283,1.47286616508387
41_2,minor_road,2,34.84081306398779,-2.428904922090439,2496.9811420252963,2.7251614164367184
41_3,minor_road,0,34.860133522336916,-2.4200901395952084,2495.1267026236865,0.37472283764216296
42_1,minor_road,0,34.621882919538116,-2.253363554059051,2498.342058205025,0.7879120383631634
43_1,minor_road,0,34.566112654994576,-2.282018972134192,2145.836032328523,0.04233147773508404
44_1,minor_road,0,34.623861522444166,-2.4173130335032993,2490.9025416413474,0.4993806317107736
44_2,minor_road,0,34.61479507948228,-2.4003571712139817,2492.6460820946377,0.7188748439839671
47_1,minor_road,0,34.80132238229718,-2.439872852015706,2488.749137273203,0.10627405313196688
47_2,minor_road,0,34.80747067892263,-2.422182677274411,2491.22017879977,0.06871814845985387
47_3,minor_road,0,34.81716433820081,-2.403459208247296,2487.768648291386,0.10455767580296789
48_1,minor_road,0,34.761446282008194,-2.3632859644688065,2492.4601741260312,0.40862045026508104
48_2,minor_road,0,34.759252146188444,-2.3785809372735263,2486.7412108297067,0.10438957171932407
48_3,minor_road,0,34.76567819503357,-2.3995853955259836,2485.8340491040803,1.7668322492320696
49_1,minor_road,0,34.80350417203633,-2.351258895508114,2491.4650378853185,1.3916184674431502
50_1,minor_road,0,34.769819505153826,-2.4813720433946584,2489.8467858481754,3.9431922700109534
50_2,minor_road,0,34.76323672592733,-2.4616139614905928,2487.881045278813,3.7977627520368387
50_3,minor_road,0,34.76094122895588,-2.440995306968321,2487.5091214184677,1.6506048756718312
51_1,minor_road,0,34.81353039232439,-2.3729950485687725,2491.506009525212,0.23534629672247148
51_2,minor_road,0,34.80029797867775,-2.3629510053076244,2492.55613920536,0.23977761430856406
51_3,minor_road,0,34.784972324128915,-2.3538674979288468,2489.3335462502196,0.237343132961188
51_4,minor_road,0,34.78496724634563,-2.333666410845728,2490.5073185040437,0.13610008593450693
51_5,minor_road,0,34.79043140547704,-2.320366116254617,2489.5224888343514,0.19175943913233995
53_1,minor_road,0,35.05384731796494,-2.3148987797170677,2495.3192800614165,0.4429273721363645
53_2,minor_road,0,35.03307668542695,-2.3111307588024923,2496.141009352194,1.4257704694335378
53_3,minor_road,0,35.0149813944475,-2.3014475842078186,2495.418044938884,0.04801393920360751
53_4,minor_road,0,34.9969107876129,-2.2925656500943044,2494.926030293355,1.1829264274865285
53_5,minor_road,0,34.97606284076284,-2.2917333374897,2496.081290148489,1.0181464225273724
53_6,minor_road,0,34.95782965360162,-2.302574955143967,2496.693640477752,0.0500389536404745
53_7,minor_road,0,34.937059642518655,-2.3009199211617832,2495.4026788906217,0.10373743512413339
54_1,minor_road,0,34.971661551157965,-2.1558131567354835,2497.4059677584037,0.179142742175975
55_1,minor_road,0,34.777594964591955,-2.502913206670269,2491.209303174452,1.7553338534412408
55_2,minor_road,0,34.76178239082207,-2.5176767601814487,2489.0957760704086,1.2421957579192762
56_1,minor_road,0,34.77016970310345,-2.540658184883381,2497.5767589676293,1.5931914870127546
56_2,minor_road,0,34.74839421777595,-2.544506604734464,2498.047086852655,3.057208681393163
57_1,minor_road,0,35.20967795654805,-2.0047407183834234,2493.3516103801076,0.5560622321080532
59_1,minor_road,0,35.148601326130084,-2.019779977764371,2495.5674478909077,0.665167822506852
64_1,minor_road,0,34.82322255134909,-2.350376975067699,2218.472476013326,1.5836824675378822
65_1,minor_road,1,34.84697571106315,-2.344357085684056,2413.038627520323,1.6348431126224165
66_1,minor_road,0,34.962132651122005,-2.2081880221414716,2498.4714516251165,0.5949674367657629
66_2,minor_road,0,34.94193229310795,-2.2121152231088246,2496.210837662261,0.29745190520661
66_3,minor_road,0,34.92545958755987,-2.218973056814978,2170.0233064512627,0.37093367967716906
67_1,minor_road,0,34.97135879406524,-2.2264197049885976,2299.554491176479,0.14323625082868166
68_1,minor_road,0,34.95148761062978,-2.237902899171889,2489.222386601249,0.5622005772629017
68_2,minor_road,0,34.957264096162746,-2.2184452005038016,2489.1222511183532,0.2252885480744255
68_3,minor_road,0,34.969682559312716,-2.2002385762479513,2488.7798909635685,1.1146160548839714
68_4,minor_road,0,34.9798744633564,-2.1803148962616667,2487.4789119986626,0.7766018076688465
70_1,minor_road,0,34.84337665515072,-2.1979553061835864,2498.439028088168,0.4547457485291964
70_2,minor_road,0,34.86358065743771,-2.204418724927937,2496.024434544877,0.45504796798680264
70_3,minor_road,0,34.8811805478375,-2.2151908808085476,2352.705955635908,0.20876920038241442
72_1,minor_road,0,34.802952752691745,-2.565509730669947,2489.1298785794943,1.3770221280239934
72_2,minor_road,0,34.80682047813181,-2.546224337603009,2489.359378934415,0.42417450095909326
72_3,minor_road,0,34.80413465513299,-2.5278362911096974,2486.9372224894028,0.08493980144606
73_1,minor_road,0,34.88855517685169,-2.4921745576162717,2489.0733148199465,1.1050577030402358
74_1,minor_road,0,34.81261146887654,-2.5376543387089185,2485.1949056951253,1.083436470371081
74_2,minor_road,2,34.81402901552598,-2.51524267058062,2484.857451303821,1.0978076094611562
75_1,minor_road,0,34.89314928555673,-2.487558045585879,2495.928995279033,0.9066804526376874
75_2,minor_road,0,34.912409046792504,-2.4892422902283737,2119.1887595546073,0.9561904725916044
77_1,minor_road,0,34.77783735142966,-2.6015816085745316,2097.5448103433023,3.2734632671240322
78_1,minor_road,0,34.748223695205965,-2.636889417042803,2486.4689664059074,0.6257300002373847
78_2,minor_road,0,34.74626148861695,-2.658658737650727,2486.23392230629,2.6395422511022164
78_3,minor_road,0,34.734721117193345,-2.6763736042816437,2492.8457145771836,1.3996928457235478
78_4,minor_road,0,34.7195579637627,-2.6877498109464963,2156.0625387119458,0.3804975609195012
79_1,minor_road,0,34.7980776285278,-2.4363752040184936,2314.8506170377636,0.18496715486553614
81_1,minor_road,1,34.789552909015164,-2.4562026429981754,2488.524454715171,1.191281710190729
81_2,minor_road,0,34.78464951305621,-2.477075673595915,2488.195889316742,2.4047026477532714
81_3,minor_road,0,34.78374907818152,-2.4945531708840596,2492.3933140807453,2.0655726000326133
81_4,minor_road,1,34.800936725153214,-2.503422179118925,2493.950304600646,0.12463174632966566
82_1,minor_road,1,34.80623938205003,-2.497213543667556,2492.222908374198,0.09058736901250317
84_1,minor_road,0,35.08518700688917,-2.741167178978336,2496.340210530889,8.166073253451135
85_1,minor_road,1,34.8492192010347,-2.4396159429109443,2497.898422075945,2.2197023711003507
87_1,minor_road,0,34.94100783030056,-2.452427838034303,2052.909904813625,1.3796416810009353
93_1,minor_road,0,34.86804720407329,-2.5132082320555997,2491.6134409483348,0.18892718624416713
94_1,minor_road,0,34.76592177665171,-2.322407261924502,2493.623109487589,1.736301782290924
96_1,minor_road,0,34.93767597099968,-2.2551207073908963,2489.5763923232894,0.39621632298471116
96_2,minor_road,0,34.927452457225314,-2.2372243410487833,2490.3819786867016,0.3916274095362491
96_3,minor_road,0,34.915689339842125,-2.223083751903981,2494.3681981219383,0.3030256560294122
96_4,minor_road,0,34.89529764255858,-2.2158296638989445,2495.536843916397,0.06472372273824548
96_5,minor_road,0,34.87868094936065,-2.228146500199025,2492.579705659444,0.6151233840563095
96_6,minor_road,0,34.86693192413329,-2.244801010769807,2491.66931546885,0.3798855714614402
96_7,minor_road,0,34.848430413938665,-2.2545399616096855,2494.7050969559223,0.5871339768716984
101_1,minor_road,0,35.025389681530676,-2.8610192125779137,2486.162926534417,10.291285902289609
101_2,minor_road,0,35.01837280529912,-2.882365642032147,2485.995334147723,9.02112970098686
101_3,minor_road,0,35.011606427655366,-2.903783050095101,2486.125639844111,8.119724358553027
101_4,minor_road,0,35.00698873937416,-2.9256382749512406,2484.9141260189094,6.776603101313633
101_5,minor_road,0,35.004743559445565,-2.9479915151194023,2484.9583357015044,4.300690191978961
101_6,minor_road,0,35.004657553148085,-2.9688313505480672,2188.3735684435537,2.092787998700026
102_1,minor_road,0,34.75376495290449,-2.7953195175509817,2488.207544098765,0.0331148989187273
102_2,minor_road,0,34.74297616315506,-2.8140477653671487,2487.165355961586,0.27765559395190975
102_3,minor_road,0,34.73270184275467,-2.8339479998163783,2489.4901545352463,0.126550503042311
102_4,minor_road,0,34.72283329836134,-2.8526286803137832,2487.232054835316,1.9725605599676237
102_5,minor_road,0,34.714954900396584,-2.8721541213584176,2489.1998332557205,4.298011851207956
102_6,minor_road,0,34.699895257224085,-2.8849657182415296,2490.1895920057286,6.292361484643593
102_7,minor_road,0,34.69120996097234,-2.9042894476657786,2487.9497319666157,8.629557355884614
102_8,minor_road,0,34.681987929370784,-2.9240854065571686,2490.5818454772066,11.043867923383125
102_9,minor_road,0,34.69506345528665,-2.9331462263157286,2495.335126157523,11.39473575020873
102_10,minor_road,0,34.71111419249621,-2.947917918101139,2488.786940514329,12.565541821890841
102_11,minor_road,0,34.723416391450726,-2.964320182111931,2492.916100554219,13.508418407694124
102_12,minor_road,0,34.74046584262938,-2.9780351602653643,2489.8899835389066,11.14185857713495
102_13,minor_road,0,34.75014175641387,-2.997910614531272,2486.509493621489,9.16298562062915
102_14,minor_road,0,34.746108355270984,-3.0174379215938982,2491.92477080375,8.972444528438176
102_15,minor_road,0,34.76538841041516,-3.017366039289495,2496.551853881157,6.870978254071563
102_16,minor_road,0,34.78606968930408,-3.0257437503668587,2496.45570134786,4.441693977592902
102_17,minor_road,0,34.80772700031677,-3.029059084686722,2496.8299216073356,2.0072261807550236
102_18,minor_road,0,34.82903785775638,-3.0356535035190513,2496.233915175862,0.6278857625905857
102_19,minor_road,0,34.849646121215635,-3.0445015591356106,2496.2540506027194,1.5353539235101876
102_20,minor_road,0,34.8708497017596,-3.0510400204183914,2496.3580265684045,1.2603197756194675
103_1,minor_road,0,34.770489490682515,-2.618030467961291,2487.1300705276653,1.7059677107444355
104_1,minor_road,0,35.00819519647475,-2.5864816609403314,2486.318290091928,0.19916395587475064
110_1,minor_road,0,34.75600428679079,-3.010308990181717,2496.96144330821,8.078273806359913
114_1,minor_road,0,35.107437146634155,-2.580457471927433,2485.555289109674,2.91258618622972
114_2,minor_road,0,35.1057312570955,-2.6027514438782307,2485.501057737683,4.764446066298043
115_1,minor_road,0,34.694931663064246,-2.942829498403905,2489.7137401425116,11.360364522108982
115_2,minor_road,0,34.71111096636028,-2.957368355880685,2455.0153214511492,12.391601274722138
118_1,minor_road,0,34.7260493809818,-3.0193844966096464,2490.658403651098,11.149745164403758
120_1,major_road,0,34.73347382906754,-2.1914867442570634,2494.619717842452,0.6022522920967943
120_2,major_road,1,34.7496254341601,-2.206781876738059,2491.731619578618,0.800642411493062
120_3,major_road,0,34.76458688535186,-2.2229786641446547,2493.3190653545976,0.6081663733837472
120_4,major_road,0,34.780380217167355,-2.2385622477611675,2490.0827531419395,0.8104283933575503
120_5,major_road,0,34.79427102857565,-2.2561009616537517,2493.9726741589548,0.9351637406249877
120_6,major_road,0,34.8139554232133,-2.264349931420626,2497.761305313039,0.8756110782814434
120_7,major_road,1,34.830308690943454,-2.275214025951921,2487.2215214511325,1.143683382936592
120_8,major_road,0,34.83168590115989,-2.2972500301594567,2488.171598233918,0.0668559505888645
120_9,major_road,0,34.84151292645378,-2.3146012230043573,2489.071964171446,0.1600337241777989
120_10,major_road,1,34.842054971221735,-2.3339411543862325,2487.7242836245155,1.042926706750785
120_11,major_road,0,34.831552555677135,-2.353412886972901,2489.077130636557,1.2881893759576206
120_12,major_road,3,34.822308766075246,-2.373603311616873,2486.195648484388,0.6466267176989619
120_13,major_road,2,34.813375132410634,-2.3938773200810255,2487.913092732501,0.6382868900007451
120_14,major_road,3,34.80483593060577,-2.4144239050699743,2487.0565028885035,0.8067179781158149
120_15,major_road,3,34.80636042990335,-2.4339938525674767,2491.2441363986427,0.7073843528779008
120_16,major_road,1,34.81575859555819,-2.4490906850467566,2486.4175057462844,1.64768929645668
120_17,major_road,1,34.82187177655083,-2.4704087930367167,2485.2215497395946,1.5523245917285353
120_18,major_road,2,34.82927448685769,-2.4906308551344782,2488.3455449583703,0.17099419521447104
120_19,major_road,4,34.8376161633708,-2.5105313478137963,2488.1721390654156,1.298990486059086
120_20,major_road,2,34.84752139412722,-2.530238293895291,2487.8100806010734,1.7711915991617415
120_21,major_road,2,34.85717879770395,-2.550463517504834,2489.0602341146814,1.0831803140142078
120_22,major_road,1,34.87076177058363,-2.5680892364823924,2488.2980791667255,0.9150561040915125
120_23,major_road,3,34.87979320342276,-2.588581484820943,2487.0650115319822,0.18277438272018576
120_24,major_road,2,34.8890969825236,-2.609026459450913,2487.260415079477,0.11050859911219021
120_25,major_road,3,34.896532523121806,-2.6300018715767326,2487.6180931052468,0.7133632693389643
120_26,major_road,2,34.906480378820014,-2.649787933268329,2486.088026562672,0.882661103020111
120_27,major_road,0,34.912462677530584,-2.671415634356182,2488.8036891553693,1.6072675259901625
120_28,major_road,2,34.92620294547759,-2.6884003825864173,2488.8740568973235,0.7062813729728455
120_29,major_road,1,34.93747606336459,-2.7078266859043003,2487.8217098534824,0.5498595674291787
120_30,major_road,2,34.94785155464032,-2.7276447143758595,2488.2505759516944,2.9022336577521877
120_31,major_road,0,34.95899987932313,-2.7471414851908964,2487.0167461185933,5.361103050318037
120_32,major_road,2,34.9678111773077,-2.7675798399292213,2487.605842948996,7.782443737454069
120_33,major_road,4,34.977119634019935,-2.7879249278249594,2487.601341767314,10.242744589460644
120_34,major_road,2,34.9868118388408,-2.808188113269777,2487.210326084848,10.261794222149998
120_35,major_road,1,34.99450741002151,-2.8290472363976824,2490.0332470862627,9.026325918702254
120_36,major_road,0,35.01249731011173,-2.8408188325155552,2494.5139991591327,9.837221250909883
120_37,major_road,1,35.03197564990388,-2.851979895746371,2495.199494349304,10.957695974817593
120_38,major_road,1,35.052183859101746,-2.8615352255328297,2496.3285135266083,9.172983023846156
120_39,major_road,1,35.072622370544074,-2.870868175463771,2495.1670763042503,7.80492561758358
120_40,major_road,0,35.091688144479996,-2.882634947055711,2494.8198664259453,6.779740064556962
120_41,major_road,0,35.11100533873165,-2.8941166377485774,2494.9237701781535,6.626933754877864
120_42,major_road,0,35.12938025442767,-2.9047477484527024,2232.536193995839,6.359520862174265
121_1,minor_road,0,34.59013194211884,-2.286764686935879,2490.4477212809984,0.9003655710552811
121_2,minor_road,0,34.59903698598992,-2.306842155455468,2488.4352213068746,0.9113664181958273
121_3,minor_road,0,34.605881570629656,-2.3280520169993593,2489.5272309094057,1.3517336998167884
121_4,minor_road,0,34.622886170836516,-2.3415626329779924,2491.3906507201773,1.083720001717106
121_5,minor_road,0,34.63504676838494,-2.3600050517192734,2491.4050507262004,0.480863088188925
121_6,minor_road,0,34.638835453195945,-2.375184341836408,2491.8969712079256,0.24020968754304536
121_7,minor_road,0,34.63622737543825,-2.392728519298177,2488.3131936040763,0.05498260986699681
121_8,minor_road,0,34.631460892312134,-2.40754947107426,2491.9032327287437,1.125169300793247
122_1,major_road,1,34.80682745222137,-2.3879380242122563,2487.7183271282925,1.3044487981263309
122_2,major_road,0,34.79325455373621,-2.3708142627678424,2492.91052135295,0.7307610657921904
122_3,major_road,0,34.77653477837356,-2.3558414701854606,2493.1830261262016,0.7504520377237415
122_4,major_road,0,34.757872259217585,-2.343829971339493,2496.5378986398196,0.5974144431790417
122_5,major_road,0,34.73706910526372,-2.336044253281708,2494.3134989721098,0.35944074626294764
122_6,major_road,0,34.72313892214118,-2.3184110059405123,2492.4389383713237,1.4986747416610233
122_7,major_road,1,34.70564640833055,-2.305542693803728,2490.988120572338,1.0130999520520219
122_8,major_road,0,34.69066939020533,-2.289726906446836,2494.796544445205,0.6974687295200718
122_9,major_road,0,34.6740443038914,-2.2753118354077984,2490.8387744934657,0.5880474301128716
122_10,major_road,0,34.66217205443218,-2.257332686139311,2489.996733827568,0.19109675080158406
122_11,major_road,0,34.64463609419676,-2.2485508439912043,2497.0381624311603,0.7368774022043194
122_12,major_road,0,34.62597727618339,-2.2598579479071477,2493.8881343086423,1.4076471905562302
122_13,major_road,0,34.60845298448083,-2.273848124004734,2496.1717387845592,0.38092234136026365
122_14,major_road,0,34.58710035996416,-2.2792803583109245,2498.3145334797714,0.6225357832654387
122_15,major_road,0,34.566251118863796,-2.2760190423965803,2496.6019556965084,0.4873638860415622
122_16,major_road,0,34.546083237751155,-2.275082545789913,2497.9201281799624,0.7505036485929587
124_1,minor_road,0,34.983024597269754,-2.9593425807421108,2495.8226165191063,3.3263727916664223
124_2,minor_road,0,35.00050106342932,-2.9690452155056604,2039.8729740564904,1.9253805847315617
126_1,minor_road,0,34.763435590127145,-2.5030271422567254,2290.7074648736757,1.636474167488764
128_1,minor_road,0,35.159563680801014,-2.0097941209148216,2491.667364833047,0.8192221130411773
131_1,minor_road,0,35.10509869243524,-2.753951375392707,2491.6852251958535,5.830765227982106
131_2,minor_road,0,35.11592367361516,-2.745332037187889,2251.2051505279287,4.72193805531858
132_1,minor_road,0,35.00773582941599,-2.8258492519888923,2493.0747849701606,10.357646918541109
132_2,minor_road,0,35.025757015424034,-2.812517910015287,2493.578615849691,12.841517819526679
132_3,minor_road,0,35.04330520023227,-2.798803262516286,2493.956857306804,13.63961810675583
132_4,minor_road,0,35.06275040614373,-2.7876234445127537,2494.887866204688,11.181611485857646
132_5,minor_road,0,35.081975507718404,-2.7763287183410443,2493.716025090548,8.761858840220011
132_6,minor_road,0,35.099436010025464,-2.7632999325195726,2495.6422579196496,6.5443948143661155
132_7,minor_road,0,35.11821001218924,-2.7519107962166167,2492.279150014563,4.37812225379733
136_1,minor_road,0,35.06256091489814,-2.717978867622127,2486.075638648452,11.280956355731751
137_1,minor_road,0,34.896088117336284,-2.5505207341617724,2487.7858645116794,0.4663873360771286
137_2,minor_road,1,34.908872142702975,-2.568195729873539,2492.3756596996113,0.0680983670168309
140_1,minor_road,2,34.902187504820525,-2.4728235255607185,2495.821755306707,0.6129005674372237
140_2,minor_road,1,34.91969073517108,-2.4852589400094014,2491.554501225652,0.4842797406168591
140_3,minor_road,0,34.91429222035828,-2.4987386123366564,2492.362339949182,1.4295504716116514
140_4,minor_road,0,34.8961897189446,-2.507233502015992,2497.0415745957043,2.817845725459481
142_1,minor_road,0,35.016965625601934,-2.59287277731454,2490.151808414477,0.08943995737634544
146_1,minor_road,0,34.99531108958494,-2.5332544634818643,2492.633699783323,0.6189307903710746
148_1,minor_road,0,34.934547813991685,-2.494318509438432,2496.3396864434194,0.27872242872164604
148_2,minor_road,0,34.95418732636085,-2.4877634109521547,2495.977752813764,0.8085835087909011
148_3,minor_road,0,34.97551427709059,-2.482147080228985,2498.075096898563,0.45715121724028435
148_4,minor_road,0,34.99539836421831,-2.488081833452613,2494.101181085478,0.5705499133248121
149_1,minor_road,0,34.84310106949296,-2.489666008828632,2496.286041957136,0.0945560633703583
149_2,minor_road,0,34.86289902062453,-2.481970023592443,2498.063949259851,0.24082195767994252
149_3,minor_road,0,34.884059902616514,-2.4837826220209465,2496.348937564486,0.06646233403709832
150_1,minor_road,2,34.79598083489115,-2.4182608761699504,2488.1259470600617,1.1731464983230426
150_2,minor_road,0,34.78237280813702,-2.4019085356157133,2492.410789824701,0.5844220247726988
150_3,minor_road,0,34.767890050422515,-2.3850765114159724,2492.363804006945,0.4491222312963103
151_1,minor_road,0,34.771703251080496,-2.609748936449765,2489.1503041940523,2.5012400927397818
151_2,minor_road,0,34.77075978301158,-2.5891721545393387,2487.050550174022,4.702804874941178
151_3,minor_road,0,34.78241938722221,-2.578543585818274,2495.303567830697,4.025691661088038
153_1,minor_road,2,34.82459447729638,-2.441788030079787,2492.2844148944273,2.700347058775038
155_1,minor_road,0,34.72180932201174,-3.024962365451926,2494.278539573416,11.565507205570706
155_2,minor_road,0,34.73887255982549,-3.02360315220304,2059.4631733090728,9.684279027811352
156_1,minor_road,0,34.707970845304914,-3.0353940068713605,2495.762239188173,9.884135783575633
156_2,minor_road,0,34.68827814637219,-3.0382333925719096,2098.442747825377,8.090743220922214
157_1,minor_road,0,35.19679587243792,-1.9914066439602256,2488.417989004322,0.4733626411224652
158_1,minor_road,0,35.16440648247146,-1.9966293876356591,2495.088603918967,0.25371499641417666
158_2,minor_road,0,35.17981998077722,-1.995568248005884,2492.9479356901447,0.11421535664796843
158_3,minor_road,0,35.197686275481125,-2.006337253481958,2493.9892629202604,0.49542708279017256
158_4,minor_road,0,35.21013113512932,-2.021205153181452,2492.9272598623606,0.15175563152163388
158_5,minor_road,0,35.19548280780838,-2.0359942794199006,2490.673108567599,0.027915089068025385
158_6,minor_road,0,35.18229833377404,-2.0483328352907453,2495.6892374536083,0.059549761467939236
159_1,minor_road,0,35.10052177062039,-1.9903397585759115,2496.405036693978,0.6548229913614427
159_2,minor_road,0,35.11721051077707,-2.003031184384882,2494.413992422372,0.095868297547525
159_3,minor_road,0,35.13837243356629,-2.0078452410661636,2499.169271387777,0.4345824869315242
