segment_ID,road_importance,nbr_carcasses,long_midpoint,lat_midpoint,length,distance_water_km,distance_amenity_km
41_1,minor_road,2,34.82024073649544,-2.429464621914836,2492.1128755177283,1.47286616508387,0.5102265500253
41_2,minor_road,2,34.84081306398779,-2.428904922090439,2496.9811420252963,2.7251614164367184,1.28676251736263
41_3,minor_road,0,34.860133522336916,-2.4200901395952084,2495.1267026236865,0.37472283764216296,0.144350225360703
42_1,minor_road,0,34.621882919538116,-2.253363554059051,2498.342058205025,0.7879120383631634,6.67093355080545
43_1,minor_road,0,34.566112654994576,-2.282018972134192,2145.836032328523,0.04233147773508404,0.288914040425082
44_1,minor_road,0,34.623861522444166,-2.4173130335032993,2490.9025416413474,0.4993806317107736,0.698624632662601
44_2,minor_road,0,34.61479507948228,-2.4003571712139817,2492.6460820946377,0.7188748439839671,0.7387886697893079
47_1,minor_road,0,34.80132238229718,-2.439872852015706,2488.749137273203,0.10627405313196688,0.915376400055221
47_2,minor_road,0,34.80747067892263,-2.422182677274411,2491.22017879977,0.06871814845985387,1.4096777607885198
47_3,minor_road,0,34.81716433820081,-2.403459208247296,2487.768648291386,0.10455767580296788,1.6648662433577
48_1,minor_road,0,34.761446282008194,-2.3632859644688065,2492.4601741260312,0.40862045026508104,0.88714807974484
48_2,minor_road,0,34.759252146188444,-2.3785809372735263,2486.7412108297067,0.10438957171932409,2.39949718791221
48_3,minor_road,0,34.76567819503357,-2.3995853955259836,2485.8340491040803,1.7668322492320696,4.04058501011799
49_1,minor_road,0,34.80350417203633,-2.351258895508114,2491.4650378853185,1.3916184674431502,1.4764332496662
50_1,minor_road,0,34.769819505153826,-2.4813720433946584,2489.8467858481754,3.9431922700109534,1.21959323090577
50_2,minor_road,0,34.76323672592733,-2.4616139614905928,2487.881045278813,3.797762752036838,1.80279097004288
50_3,minor_road,0,34.76094122895588,-2.440995306968321,2487.5091214184677,1.6506048756718312,1.8922100249553802
51_1,minor_road,0,34.81353039232439,-2.3729950485687725,2491.506009525212,0.23534629672247148,1.12945617468501
51_2,minor_road,0,34.80029797867775,-2.3629510053076244,2492.55613920536,0.2397776143085641,0.7486917456406631
51_3,minor_road,0,34.784972324128915,-2.3538674979288468,2489.3335462502196,0.237343132961188,2.6941236726768603
51_4,minor_road,0,34.78496724634563,-2.333666410845728,2490.5073185040437,0.13610008593450693,1.1172153014880501
51_5,minor_road,0,34.79043140547704,-2.320366116254617,2489.5224888343514,0.19175943913233995,1.66670196336508
53_1,minor_road,0,35.05384731796494,-2.3148987797170677,2495.3192800614165,0.4429273721363645,12.9580223026227
53_2,minor_road,0,35.03307668542695,-2.3111307588024923,2496.141009352194,1.4257704694335378,11.820121114389
53_3,minor_road,0,35.0149813944475,-2.3014475842078186,2495.418044938884,0.04801393920360751,9.80832352260596
53_4,minor_road,0,34.9969107876129,-2.2925656500943044,2494.926030293355,1.1829264274865283,8.02356079275955
53_5,minor_road,0,34.97606284076284,-2.2917333374897,2496.081290148489,1.0181464225273724,7.26159199929796
53_6,minor_road,0,34.95782965360162,-2.302574955143967,2496.693640477752,0.0500389536404745,5.23039100433372
53_7,minor_road,0,34.937059642518655,-2.3009199211617832,2495.4026788906217,0.1037374351241334,2.91402824363532
54_1,minor_road,0,34.971661551157965,-2.1558131567354835,2497.4059677584037,0.179142742175975,7.4368224695493
55_1,minor_road,0,34.777594964591955,-2.502913206670269,2491.209303174452,1.7553338534412408,0.328358133397541
55_2,minor_road,0,34.76178239082207,-2.5176767601814487,2489.0957760704086,1.2421957579192762,2.07870110146416
56_1,minor_road,0,34.77016970310345,-2.540658184883381,2497.5767589676293,1.5931914870127546,1.16749454544644
56_2,minor_road,0,34.74839421777595,-2.544506604734464,2498.047086852655,3.057208681393163,2.34996234205153
57_1,minor_road,0,35.20967795654805,-2.0047407183834234,2493.3516103801076,0.5560622321080532,0.899188199539067
59_1,minor_road,0,35.148601326130084,-2.019779977764371,2495.5674478909077,0.665167822506852,1.50592657695567
64_1,minor_road,0,34.82322255134909,-2.350376975067699,2218.472476013326,1.5836824675378822,0.7258756959253
65_1,minor_road,1,34.84697571106315,-2.344357085684056,2413.038627520323,1.6348431126224163,0.183937542798838
66_1,minor_road,0,34.962132651122005,-2.2081880221414716,2498.4714516251165,0.5949674367657629,1.8101304243596001
66_2,minor_road,0,34.94193229310795,-2.2121152231088246,2496.210837662261,0.29745190520661,3.1130738156286997
66_3,minor_road,0,34.92545958755987,-2.218973056814978,2170.0233064512627,0.37093367967716906,1.68686159128309
67_1,minor_road,0,34.97135879406524,-2.2264197049885976,2299.554491176479,0.14323625082868166,0.223055352913613
68_1,minor_road,0,34.95148761062978,-2.237902899171889,2489.222386601249,0.5622005772629017,2.29522919104472
68_2,minor_road,0,34.957264096162746,-2.2184452005038016,2489.1222511183532,0.2252885480744255,1.27201663187576
68_3,minor_road,0,34.969682559312716,-2.2002385762479513,2488.7798909635685,1.1146160548839714,2.60123697185841
68_4,minor_road,0,34.9798744633564,-2.1803148962616667,2487.4789119986626,0.7766018076688465,4.9875599477887596
70_1,minor_road,0,34.84337665515072,-2.1979553061835864,2498.439028088168,0.4547457485291964,8.019373540617881
70_2,minor_road,0,34.86358065743771,-2.204418724927937,2496.024434544877,0.45504796798680264,6.57033564606467
70_3,minor_road,0,34.8811805478375,-2.2151908808085476,2352.705955635908,0.2087692003824144,4.28095750446495
72_1,minor_road,0,34.802952752691745,-2.565509730669947,2489.1298785794943,1.3770221280239934,4.34402572959992
72_2,minor_road,0,34.80682047813181,-2.546224337603009,2489.359378934415,0.42417450095909326,3.33075098777653
72_3,minor_road,0,34.80413465513299,-2.5278362911096974,2486.9372224894028,0.08493980144606,2.84355759748427
73_1,minor_road,0,34.88855517685169,-2.4921745576162717,2489.0733148199465,1.1050577030402358,5.05449752424074
74_1,minor_road,0,34.81261146887654,-2.5376543387089185,2485.1949056951253,1.083436470371081,3.7175324065514
74_2,minor_road,2,34.81402901552598,-2.51524267058062,2484.857451303821,1.0978076094611562,4.38849260249365
75_1,minor_road,0,34.89314928555673,-2.487558045585879,2495.928995279033,0.9066804526376874,5.01605509480383
75_2,minor_road,0,34.912409046792504,-2.4892422902283737,2119.1887595546073,0.9561904725916044,6.04627867301919
77_1,minor_road,0,34.77783735142966,-2.6015816085745316,2097.5448103433023,3.273463267124032,1.2377718402483
78_1,minor_road,0,34.748223695205965,-2.636889417042803,2486.4689664059074,0.6257300002373847,2.20849647536274
78_2,minor_road,0,34.74626148861695,-2.658658737650727,2486.23392230629,2.6395422511022164,1.6750241507408
78_3,minor_road,0,34.734721117193345,-2.6763736042816437,2492.8457145771836,1.3996928457235478,0.915073373183213
78_4,minor_road,0,34.7195579637627,-2.6877498109464963,2156.0625387119458,0.3804975609195012,1.130880611503
79_1,minor_road,0,34.7980776285278,-2.4363752040184936,2314.8506170377636,0.18496715486553617,1.35212722828354
81_1,minor_road,1,34.789552909015164,-2.4562026429981754,2488.524454715171,1.191281710190729,2.09357402443493
81_2,minor_road,0,34.78464951305621,-2.477075673595915,2488.195889316742,2.4047026477532714,2.90650392217302
81_3,minor_road,0,34.78374907818152,-2.4945531708840596,2492.3933140807453,2.0655726000326133,1.4597526545947601
81_4,minor_road,1,34.800936725153214,-2.503422179118925,2493.950304600646,0.12463174632966566,2.87842282561688
82_1,minor_road,1,34.80623938205003,-2.497213543667556,2492.222908374198,0.09058736901250317,3.55732098090848
84_1,minor_road,0,35.08518700688917,-2.741167178978336,2496.340210530889,8.166073253451135,8.76003726327863
85_1,minor_road,1,34.8492192010347,-2.4396159429109443,2497.898422075945,2.2197023711003507,0.09851051952003359
87_1,minor_road,0,34.94100783030056,-2.452427838034303,2052.909904813625,1.379641681000935,0.9532576309008369
93_1,minor_road,0,34.86804720407329,-2.5132082320555997,2491.6134409483348,0.18892718624416713,6.37121860545815
94_1,minor_road,0,34.76592177665171,-2.322407261924502,2493.623109487589,1.736301782290924,0.529764412878066
96_1,minor_road,0,34.93767597099968,-2.2551207073908963,2489.5763923232894,0.3962163229847112,2.7715987466661
96_2,minor_road,0,34.927452457225314,-2.2372243410487833,2490.3819786867016,0.3916274095362491,0.6048461123819381
96_3,minor_road,0,34.915689339842125,-2.223083751903981,2494.3681981219383,0.3030256560294122,1.1080766221604699
96_4,minor_road,0,34.89529764255858,-2.2158296638989445,2495.536843916397,0.06472372273824548,2.9383756528317297
96_5,minor_road,0,34.87868094936065,-2.228146500199025,2492.579705659444,0.6151233840563095,3.93010495612744
96_6,minor_road,0,34.86693192413329,-2.244801010769807,2491.66931546885,0.3798855714614402,5.0961251602129
96_7,minor_road,0,34.848430413938665,-2.2545399616096855,2494.7050969559223,0.5871339768716984,6.99772789279841
101_1,minor_road,0,35.025389681530676,-2.8610192125779137,2486.162926534417,10.291285902289609,3.94636374601358
101_2,minor_road,0,35.01837280529912,-2.882365642032147,2485.995334147723,9.02112970098686,3.90731783901357
101_3,minor_road,0,35.011606427655366,-2.903783050095101,2486.125639844111,8.119724358553027,1.44179366122897
101_4,minor_road,0,35.00698873937416,-2.9256382749512406,2484.9141260189094,6.776603101313633,1.04874805601709
101_5,minor_road,0,35.004743559445565,-2.9479915151194023,2484.9583357015044,4.300690191978961,2.85520060420782
101_6,minor_road,0,35.004657553148085,-2.9688313505480672,2188.3735684435537,2.092787998700026,1.3387669782754599
102_1,minor_road,0,34.75376495290449,-2.7953195175509817,2488.207544098765,0.0331148989187273,3.27208639380634
102_2,minor_road,0,34.74297616315506,-2.8140477653671487,2487.165355961586,0.27765559395190975,2.69900225511717
102_3,minor_road,0,34.73270184275467,-2.8339479998163783,2489.4901545352463,0.126550503042311,1.45797878802395
102_4,minor_road,0,34.72283329836134,-2.8526286803137832,2487.232054835316,1.9725605599676237,2.3690204335888603
102_5,minor_road,0,34.714954900396584,-2.8721541213584176,2489.1998332557205,4.298011851207956,4.38740557715493
102_6,minor_road,0,34.699895257224085,-2.8849657182415296,2490.1895920057286,6.292361484643593,5.156471664020479
102_7,minor_road,0,34.69120996097234,-2.9042894476657786,2487.9497319666157,8.629557355884614,2.8197921968884696
102_8,minor_road,0,34.681987929370784,-2.9240854065571686,2490.5818454772066,11.043867923383123,0.478625016706909
102_9,minor_road,0,34.69506345528665,-2.9331462263157286,2495.335126157523,11.39473575020873,1.98840528745175
102_10,minor_road,0,34.71111419249621,-2.947917918101139,2488.786940514329,12.56554182189084,4.3336208511706396
102_11,minor_road,0,34.723416391450726,-2.964320182111931,2492.916100554219,13.508418407694124,6.511847543734221
102_12,minor_road,0,34.74046584262938,-2.9780351602653643,2489.8899835389066,11.14185857713495,5.71524714315088
102_13,minor_road,0,34.75014175641387,-2.997910614531272,2486.509493621489,9.16298562062915,4.72257820581546
102_14,minor_road,0,34.746108355270984,-3.0174379215938982,2491.92477080375,8.972444528438176,3.3930737109435
102_15,minor_road,0,34.76538841041516,-3.017366039289495,2496.551853881157,6.870978254071563,5.51047273826303
102_16,minor_road,0,34.78606968930408,-3.0257437503668587,2496.45570134786,4.441693977592902,7.76972560306597
102_17,minor_road,0,34.80772700031677,-3.029059084686722,2496.8299216073356,2.0072261807550236,10.191512433316
102_18,minor_road,0,34.82903785775638,-3.0356535035190513,2496.233915175862,0.6278857625905857,12.613197704812599
102_19,minor_road,0,34.849646121215635,-3.0445015591356106,2496.2540506027194,1.5353539235101876,12.845813214029901
102_20,minor_road,0,34.8708497017596,-3.0510400204183914,2496.3580265684045,1.2603197756194675,11.317244801057301
103_1,minor_road,0,34.770489490682515,-2.618030467961291,2487.1300705276653,1.7059677107444355,1.7537117750330402
104_1,minor_road,0,35.00819519647475,-2.5864816609403314,2486.318290091928,0.19916395587475064,10.7328926294296
110_1,minor_road,0,34.75600428679079,-3.010308990181717,2496.96144330821,8.078273806359913,4.66186390350006
114_1,minor_road,0,35.107437146634155,-2.580457471927433,2485.555289109674,2.91258618622972,3.7146165493154397
114_2,minor_road,0,35.1057312570955,-2.6027514438782307,2485.501057737683,4.764446066298043,5.5113720909039
115_1,minor_road,0,34.694931663064246,-2.942829498403905,2489.7137401425116,11.360364522108982,2.56405725278892
115_2,minor_road,0,34.71111096636028,-2.957368355880685,2455.0153214511492,12.391601274722138,4.9757223210469705
118_1,minor_road,0,34.7260493809818,-3.0193844966096464,2490.658403651098,11.149745164403758,1.1893712310263
120_1,major_road,0,34.73347382906754,-2.1914867442570634,2494.619717842452,0.6022522920967943,0.9903405717456321
120_2,major_road,1,34.7496254341601,-2.206781876738059,2491.731619578618,0.800642411493062,1.28707251212848
120_3,major_road,0,34.76458688535186,-2.2229786641446547,2493.3190653545976,0.6081663733837472,1.7467102838109498
120_4,major_road,0,34.780380217167355,-2.2385622477611675,2490.0827531419395,0.8104283933575503,4.03950299718496
120_5,major_road,0,34.79427102857565,-2.2561009616537517,2493.9726741589548,0.9351637406249876,4.26030035780622
120_6,major_road,0,34.8139554232133,-2.264349931420626,2497.761305313039,0.8756110782814434,3.68370252676175
120_7,major_road,1,34.830308690943454,-2.275214025951921,2487.2215214511325,1.143683382936592,4.02544926908859
120_8,major_road,0,34.83168590115989,-2.2972500301594567,2488.171598233918,0.0668559505888645,3.5938105115827303
120_9,major_road,0,34.84151292645378,-2.3146012230043573,2489.071964171446,0.1600337241777989,3.00885585380486
120_10,major_road,1,34.842054971221735,-2.3339411543862325,2487.7242836245155,1.042926706750785,0.930330381865834
120_11,major_road,0,34.831552555677135,-2.353412886972901,2489.077130636557,1.2881893759576206,1.3569786462222702
120_12,major_road,3,34.822308766075246,-2.373603311616873,2486.195648484388,0.6466267176989619,1.83322211818377
120_13,major_road,2,34.813375132410634,-2.3938773200810255,2487.913092732501,0.6382868900007451,1.94944460495197
120_14,major_road,3,34.80483593060577,-2.4144239050699743,2487.0565028885035,0.8067179781158149,0.942236679512594
120_15,major_road,3,34.80636042990335,-2.4339938525674767,2491.2441363986427,0.7073843528779008,0.636131475147168
120_16,major_road,1,34.81575859555819,-2.4490906850467566,2486.4175057462844,1.64768929645668,0.397485142484672
120_17,major_road,1,34.82187177655083,-2.4704087930367167,2485.2215497395946,1.552324591728535,1.43110409135945
120_18,major_road,2,34.82927448685769,-2.4906308551344782,2488.3455449583703,0.17099419521447104,3.78558362066167
120_19,major_road,4,34.8376161633708,-2.5105313478137963,2488.1721390654156,1.298990486059086,6.15920453782363
120_20,major_road,2,34.84752139412722,-2.530238293895291,2487.8100806010734,1.7711915991617415,7.592885173052941
120_21,major_road,2,34.85717879770395,-2.550463517504834,2489.0602341146814,1.0831803140142078,8.83908794358639
120_22,major_road,1,34.87076177058363,-2.5680892364823924,2488.2980791667255,0.9150561040915124,10.833483677619201
120_23,major_road,3,34.87979320342276,-2.588581484820943,2487.0650115319822,0.18277438272018576,12.5636695974845
120_24,major_road,2,34.8890969825236,-2.609026459450913,2487.260415079477,0.1105085991121902,13.6056549966159
120_25,major_road,3,34.896532523121806,-2.6300018715767326,2487.6180931052468,0.7133632693389643,13.8696592364074
120_26,major_road,2,34.906480378820014,-2.649787933268329,2486.088026562672,0.882661103020111,12.4045393768491
120_27,major_road,0,34.912462677530584,-2.671415634356182,2488.8036891553693,1.6072675259901623,10.8442036772679
120_28,major_road,2,34.92620294547759,-2.6884003825864173,2488.8740568973235,0.7062813729728455,10.6749933078382
120_29,major_road,1,34.93747606336459,-2.7078266859043003,2487.8217098534824,0.5498595674291787,9.90504950985329
120_30,major_road,2,34.94785155464032,-2.7276447143758595,2488.2505759516944,2.9022336577521877,7.4286002781985
120_31,major_road,0,34.95899987932313,-2.7471414851908964,2487.0167461185933,5.361103050318037,4.946019374966371
120_32,major_road,2,34.9678111773077,-2.7675798399292213,2487.605842948996,7.782443737454069,2.4868591387156997
120_33,major_road,4,34.977119634019935,-2.7879249278249594,2487.601341767314,10.242744589460644,0.146876194299775
120_34,major_road,2,34.9868118388408,-2.808188113269777,2487.210326084848,10.261794222149998,2.4346054206203998
120_35,major_road,1,34.99450741002151,-2.8290472363976824,2490.0332470862627,9.026325918702254,0.224628692353035
120_36,major_road,0,35.01249731011173,-2.8408188325155552,2494.5139991591327,9.837221250909884,1.30345605362854
120_37,major_road,1,35.03197564990388,-2.851979895746371,2495.199494349304,10.957695974817591,3.75172090778206
120_38,major_road,1,35.052183859101746,-2.8615352255328297,2496.3285135266083,9.172983023846156,6.20797925958664
120_39,major_road,1,35.072622370544074,-2.870868175463771,2495.1670763042503,7.80492561758358,8.588728991371259
120_40,major_road,0,35.091688144479996,-2.882634947055711,2494.8198664259453,6.779740064556962,7.60078669084139
120_41,major_road,0,35.11100533873165,-2.8941166377485774,2494.9237701781535,6.626933754877864,7.1182090910067
120_42,major_road,0,35.12938025442767,-2.9047477484527024,2232.536193995839,6.359520862174265,7.41628642117049
121_1,minor_road,0,34.59013194211884,-2.286764686935879,2490.4477212809984,0.9003655710552811,2.23193345471684
121_2,minor_road,0,34.59903698598992,-2.306842155455468,2488.4352213068746,0.9113664181958272,4.07494984935157
121_3,minor_road,0,34.605881570629656,-2.3280520169993593,2489.5272309094057,1.3517336998167884,6.27551351162207
121_4,minor_road,0,34.622886170836516,-2.3415626329779924,2491.3906507201773,1.083720001717106,7.063304724028161
121_5,minor_road,0,34.63504676838494,-2.3600050517192734,2491.4050507262004,0.480863088188925,5.28701866251183
121_6,minor_road,0,34.638835453195945,-2.375184341836408,2491.8969712079256,0.24020968754304536,3.90771237658038
121_7,minor_road,0,34.63622737543825,-2.392728519298177,2488.3131936040763,0.05498260986699681,2.17521297252676
121_8,minor_road,0,34.631460892312134,-2.40754947107426,2491.9032327287437,1.125169300793247,0.832202202412563
122_1,major_road,1,34.80682745222137,-2.3879380242122563,2487.7183271282925,1.3044487981263309,2.1603390610604802
122_2,major_road,0,34.79325455373621,-2.3708142627678424,2492.91052135295,0.7307610657921904,1.29241196735537
122_3,major_road,0,34.77653477837356,-2.3558414701854606,2493.1830261262016,0.7504520377237415,2.24341289551
122_4,major_road,0,34.757872259217585,-2.343829971339493,2496.5378986398196,0.5974144431790417,1.46393200392941
122_5,major_road,0,34.73706910526372,-2.336044253281708,2494.3134989721098,0.35944074626294764,3.14434852381038
122_6,major_road,0,34.72313892214118,-2.3184110059405123,2492.4389383713237,1.498674741661023,4.60822144983566
122_7,major_road,1,34.70564640833055,-2.305542693803728,2490.988120572338,1.013099952052022,5.79172664665771
122_8,major_road,0,34.69066939020533,-2.289726906446836,2494.796544445205,0.6974687295200718,7.31240997040626
122_9,major_road,0,34.6740443038914,-2.2753118354077984,2490.8387744934657,0.5880474301128716,9.367110510615062
122_10,major_road,0,34.66217205443218,-2.257332686139311,2489.996733827568,0.1910967508015841,8.754575745750401
122_11,major_road,0,34.64463609419676,-2.2485508439912043,2497.0381624311603,0.7368774022043194,8.526656579326511
122_12,major_road,0,34.62597727618339,-2.2598579479071477,2493.8881343086423,1.4076471905562302,6.75145667929227
122_13,major_road,0,34.60845298448083,-2.273848124004734,2496.1717387845592,0.3809223413602637,4.39676327409893
122_14,major_road,0,34.58710035996416,-2.2792803583109245,2498.3145334797714,0.6225357832654387,1.9472680853533
122_15,major_road,0,34.566251118863796,-2.2760190423965803,2496.6019556965084,0.4873638860415622,0.865145494352212
122_16,major_road,0,34.546083237751155,-2.275082545789913,2497.9201281799624,0.7505036485929587,2.6322700404149
124_1,minor_road,0,34.983024597269754,-2.9593425807421108,2495.8226165191063,3.3263727916664223,0.186550732828494
124_2,minor_road,0,35.00050106342932,-2.9690452155056604,2039.8729740564904,1.9253805847315617,0.934335466011245
